frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport
"Jul 10, 2025 10:39:45.959136477 CEST","10.74.18.51","182.182.29.38","6","80","2961"
"Jul 10, 2025 10:39:45.959150054 CEST","147.213.22.186","10.74.18.51","6","3062","80"
"Jul 10, 2025 10:39:45.959150269 CEST","95.108.109.31","10.74.18.51","6","3063","80"
"Jul 10, 2025 10:39:45.959174701 CEST","10.74.18.51","147.213.22.186","6","80","3062"
"Jul 10, 2025 10:39:45.959192204 CEST","10.74.18.51","95.108.109.31","6","80","3063"
"Jul 10, 2025 10:39:45.975003868 CEST","7.59.114.52","10.74.18.51","6","3064","80"
"Jul 10, 2025 10:39:45.975102952 CEST","10.74.18.51","7.59.114.52","6","80","3064"
"Jul 10, 2025 10:39:45.975187053 CEST",,,,,
"Jul 10, 2025 10:39:45.976514987 CEST","134.87.11.173","10.74.18.51","6","3065","80"
"Jul 10, 2025 10:39:45.976528870 CEST","10.74.18.51","134.87.11.173","6","80","3065"
"Jul 10, 2025 10:39:45.986608941 CEST","135.162.109.227","10.74.18.51","6","3066","80"
"Jul 10, 2025 10:39:45.986635343 CEST","10.74.18.51","135.162.109.227","6","80","3066"
"Jul 10, 2025 10:39:45.991626660 CEST","10.74.18.51","58.88.181.24","6","80","2966"
"Jul 10, 2025 10:39:45.991643437 CEST","10.74.18.51","173.193.24.6","6","80","2965"
"Jul 10, 2025 10:39:45.991647496 CEST","10.74.18.51","77.87.46.49","6","80","2964"
"Jul 10, 2025 10:39:45.999064724 CEST","53.218.127.136","10.74.18.51","6","3067","80"
"Jul 10, 2025 10:39:45.999081519 CEST","10.74.18.51","53.218.127.136","6","80","3067"
"Jul 10, 2025 10:39:46.007071056 CEST","48.253.13.138","10.74.18.51","6","3068","80"
"Jul 10, 2025 10:39:46.007086246 CEST","10.74.18.51","48.253.13.138","6","80","3068"
"Jul 10, 2025 10:39:46.017268284 CEST","223.245.87.62","10.74.18.51","6","3069","80"
"Jul 10, 2025 10:39:46.017283239 CEST","10.74.18.51","223.245.87.62","6","80","3069"
"Jul 10, 2025 10:39:46.023622242 CEST","10.74.18.51","173.220.1.76","6","80","2970"
"Jul 10, 2025 10:39:46.023667751 CEST","10.74.18.51","193.147.184.226","6","80","2969"
"Jul 10, 2025 10:39:46.023695924 CEST","10.74.18.51","109.109.101.149","6","80","2968"
"Jul 10, 2025 10:39:46.023723648 CEST","10.74.18.51","6.143.116.180","6","80","2967"
"Jul 10, 2025 10:39:46.027086251 CEST","29.253.13.212","10.74.18.51","6","3070","80"
"Jul 10, 2025 10:39:46.027101166 CEST","10.74.18.51","29.253.13.212","6","80","3070"
"Jul 10, 2025 10:39:46.037122623 CEST","40.229.193.162","10.74.18.51","6","3071","80"
"Jul 10, 2025 10:39:46.037138575 CEST","10.74.18.51","40.229.193.162","6","80","3071"
"Jul 10, 2025 10:39:46.047190919 CEST","114.173.218.65","10.74.18.51","6","3072","80"
"Jul 10, 2025 10:39:46.047205257 CEST","10.74.18.51","114.173.218.65","6","80","3072"
"Jul 10, 2025 10:39:46.051709890 CEST","10.74.18.51","72.43.97.104","6","80","2972"
"Jul 10, 2025 10:39:46.051726837 CEST","10.74.18.51","109.43.212.49","6","80","2971"
"Jul 10, 2025 10:39:46.057408648 CEST","10.73.139.120","10.74.18.51","6","3073","80"
"Jul 10, 2025 10:39:46.057424636 CEST","10.74.18.51","10.73.139.120","6","80","3073"
"Jul 10, 2025 10:39:46.068102122 CEST","215.154.101.91","10.74.18.51","6","3074","80"
"Jul 10, 2025 10:39:46.068122200 CEST","10.74.18.51","215.154.101.91","6","80","3074"
"Jul 10, 2025 10:39:46.077587235 CEST","43.103.75.154","10.74.18.51","6","3075","80"
"Jul 10, 2025 10:39:46.077606346 CEST","10.74.18.51","43.103.75.154","6","80","3075"
"Jul 10, 2025 10:39:46.083649941 CEST","10.74.18.51","173.16.53.25","6","80","2976"
"Jul 10, 2025 10:39:46.083667712 CEST","10.74.18.51","76.173.54.203","6","80","2975"
"Jul 10, 2025 10:39:46.083671552 CEST","10.74.18.51","153.77.63.18","6","80","2974"
"Jul 10, 2025 10:39:46.087664895 CEST","89.223.186.24","10.74.18.51","6","3076","80"
"Jul 10, 2025 10:39:46.087682475 CEST","10.74.18.51","89.223.186.24","6","80","3076"
"Jul 10, 2025 10:39:46.097907161 CEST","227.97.255.92","10.74.18.51","6","3077","80"
"Jul 10, 2025 10:39:46.107991894 CEST","223.138.148.10","10.74.18.51","6","3078","80"
"Jul 10, 2025 10:39:46.108019136 CEST","10.74.18.51","223.138.148.10","6","80","3078"
"Jul 10, 2025 10:39:46.115659067 CEST","10.74.18.51","131.255.70.248","6","80","2979"
"Jul 10, 2025 10:39:46.115680294 CEST","10.74.18.51","83.77.203.63","6","80","2978"
"Jul 10, 2025 10:39:46.115684303 CEST","10.74.18.51","18.131.212.100","6","80","2977"
"Jul 10, 2025 10:39:46.118109117 CEST","75.255.7.107","10.74.18.51","6","3079","80"
"Jul 10, 2025 10:39:46.118132153 CEST","10.74.18.51","75.255.7.107","6","80","3079"
"Jul 10, 2025 10:39:46.128209389 CEST","109.109.143.24","10.74.18.51","6","3080","80"
"Jul 10, 2025 10:39:46.128231612 CEST","10.74.18.51","109.109.143.24","6","80","3080"
"Jul 10, 2025 10:39:46.138305598 CEST","21.87.120.194","10.74.18.51","6","3081","80"
"Jul 10, 2025 10:39:46.138332973 CEST","10.74.18.51","21.87.120.194","6","80","3081"
"Jul 10, 2025 10:39:46.141230616 CEST",,,,,
"Jul 10, 2025 10:39:46.147641611 CEST","10.74.18.51","72.212.54.88","6","80","2982"
"Jul 10, 2025 10:39:46.147654770 CEST","10.74.18.51","53.147.173.13","6","80","2981"
"Jul 10, 2025 10:39:46.147658813 CEST","10.74.18.51","155.63.70.142","6","80","2980"
"Jul 10, 2025 10:39:46.148369302 CEST","154.113.0.87","10.74.18.51","6","3082","80"
"Jul 10, 2025 10:39:46.148387736 CEST","10.74.18.51","154.113.0.87","6","80","3082"
"Jul 10, 2025 10:39:46.158477982 CEST","17.208.253.80","10.74.18.51","6","3083","80"
"Jul 10, 2025 10:39:46.158498443 CEST","10.74.18.51","17.208.253.80","6","80","3083"
"Jul 10, 2025 10:39:46.168544584 CEST","195.127.193.49","10.74.18.51","6","3084","80"
"Jul 10, 2025 10:39:46.168560998 CEST","10.74.18.51","195.127.193.49","6","80","3084"
"Jul 10, 2025 10:39:46.178667765 CEST","127.160.121.126","10.74.18.51","6","3085","80"
"Jul 10, 2025 10:39:46.179676026 CEST","10.74.18.51","143.121.127.155","6","80","2986"
"Jul 10, 2025 10:39:46.179690853 CEST","10.74.18.51","109.219.195.68","6","80","2985"
"Jul 10, 2025 10:39:46.179694820 CEST","10.74.18.51","54.94.92.180","6","80","2984"
"Jul 10, 2025 10:39:46.179701186 CEST","10.74.18.51","64.87.221.206","6","80","2983"
"Jul 10, 2025 10:39:46.188855879 CEST","180.42.18.63","10.74.18.51","6","3086","80"
"Jul 10, 2025 10:39:46.188903376 CEST","10.74.18.51","180.42.18.63","6","80","3086"
"Jul 10, 2025 10:39:46.199009217 CEST","220.45.109.229","10.74.18.51","6","3087","80"
"Jul 10, 2025 10:39:46.199051735 CEST","10.74.18.51","220.45.109.229","6","80","3087"
"Jul 10, 2025 10:39:46.209137744 CEST","39.149.186.227","10.74.18.51","6","3088","80"
"Jul 10, 2025 10:39:46.209176803 CEST","10.74.18.51","39.149.186.227","6","80","3088"
"Jul 10, 2025 10:39:46.211646865 CEST","10.74.18.51","102.227.244.158","6","80","2989"
"Jul 10, 2025 10:39:46.211659298 CEST","10.74.18.51","111.102.244.138","6","80","2988"
"Jul 10, 2025 10:39:46.211663410 CEST","10.74.18.51","160.193.193.10","6","80","2987"
"Jul 10, 2025 10:39:46.219205161 CEST","92.91.212.91","10.74.18.51","6","3089","80"
"Jul 10, 2025 10:39:46.219234412 CEST","10.74.18.51","92.91.212.91","6","80","3089"
"Jul 10, 2025 10:39:46.229289701 CEST","214.80.142.244","10.74.18.51","6","3090","80"
"Jul 10, 2025 10:39:46.229317182 CEST","10.74.18.51","214.80.142.244","6","80","3090"
"Jul 10, 2025 10:39:46.239443415 CEST","153.72.134.104","10.74.18.51","6","3091","80"
"Jul 10, 2025 10:39:46.239468445 CEST","10.74.18.51","153.72.134.104","6","80","3091"
"Jul 10, 2025 10:39:46.243640834 CEST","10.74.18.51","255.10.98.102","6","80","2992"
"Jul 10, 2025 10:39:46.243651723 CEST","10.74.18.51","43.97.166.97","6","80","2991"
"Jul 10, 2025 10:39:46.243655542 CEST","10.74.18.51","244.59.150.253","6","80","2990"
"Jul 10, 2025 10:39:46.249547217 CEST","11.70.103.133","10.74.18.51","6","3092","80"
"Jul 10, 2025 10:39:46.249566064 CEST","10.74.18.51","11.70.103.133","6","80","3092"
"Jul 10, 2025 10:39:46.250632461 CEST",,,,,
"Jul 10, 2025 10:39:46.259675237 CEST","127.142.184.97","10.74.18.51","6","3093","80"
"Jul 10, 2025 10:39:46.269773645 CEST","155.87.166.153","10.74.18.51","6","3094","80"
"Jul 10, 2025 10:39:46.269810208 CEST","10.74.18.51","155.87.166.153","6","80","3094"
"Jul 10, 2025 10:39:46.273043616 CEST",,,,,
"Jul 10, 2025 10:39:46.275643058 CEST","10.74.18.51","95.22.158.53","6","80","2995"
"Jul 10, 2025 10:39:46.275657110 CEST","10.74.18.51","195.77.221.65","6","80","2994"
"Jul 10, 2025 10:39:46.275662489 CEST","10.74.18.51","173.147.134.32","6","80","2993"
"Jul 10, 2025 10:39:46.279834156 CEST","66.143.56.36","10.74.18.51","6","3095","80"
"Jul 10, 2025 10:39:46.279852852 CEST","10.74.18.51","66.143.56.36","6","80","3095"
"Jul 10, 2025 10:39:46.289904375 CEST","70.103.11.157","10.74.18.51","6","3096","80"
"Jul 10, 2025 10:39:46.289919708 CEST","10.74.18.51","70.103.11.157","6","80","3096"
"Jul 10, 2025 10:39:46.300021420 CEST","6.61.219.244","10.74.18.51","6","3097","80"
"Jul 10, 2025 10:39:46.300052894 CEST","10.74.18.51","6.61.219.244","6","80","3097"
"Jul 10, 2025 10:39:46.307641866 CEST","10.74.18.51","156.158.49.108","6","80","2998"
"Jul 10, 2025 10:39:46.307652592 CEST","10.74.18.51","70.180.43.36","6","80","2997"
"Jul 10, 2025 10:39:46.307656193 CEST","10.74.18.51","139.63.78.229","6","80","2996"
"Jul 10, 2025 10:39:46.310145039 CEST","66.140.126.43","10.74.18.51","6","3098","80"
"Jul 10, 2025 10:39:46.310157325 CEST","10.74.18.51","66.140.126.43","6","80","3098"
"Jul 10, 2025 10:39:46.320201776 CEST","160.89.131.227","10.74.18.51","6","3099","80"
"Jul 10, 2025 10:39:46.320215866 CEST","10.74.18.51","160.89.131.227","6","80","3099"
"Jul 10, 2025 10:39:46.330321376 CEST","32.220.10.24","10.74.18.51","6","3100","80"
"Jul 10, 2025 10:39:46.330346612 CEST","10.74.18.51","32.220.10.24","6","80","3100"
"Jul 10, 2025 10:39:46.339647190 CEST","10.74.18.51","120.212.6.80","6","80","3001"
"Jul 10, 2025 10:39:46.339660170 CEST","10.74.18.51","22.195.194.49","6","80","3000"
"Jul 10, 2025 10:39:46.339664265 CEST","10.74.18.51","115.83.59.40","6","80","2999"
"Jul 10, 2025 10:39:46.340408486 CEST","63.109.16.107","10.74.18.51","6","3101","80"
"Jul 10, 2025 10:39:46.340422657 CEST","10.74.18.51","63.109.16.107","6","80","3101"
"Jul 10, 2025 10:39:46.350467005 CEST","80.87.58.138","10.74.18.51","6","3102","80"
"Jul 10, 2025 10:39:46.350482506 CEST","10.74.18.51","80.87.58.138","6","80","3102"
"Jul 10, 2025 10:39:46.360553872 CEST","120.115.255.142","10.74.18.51","6","3103","80"
"Jul 10, 2025 10:39:46.360569796 CEST","10.74.18.51","120.115.255.142","6","80","3103"
"Jul 10, 2025 10:39:46.370631798 CEST","173.218.255.227","10.74.18.51","6","3104","80"
"Jul 10, 2025 10:39:46.370648710 CEST","10.74.18.51","173.218.255.227","6","80","3104"
"Jul 10, 2025 10:39:46.371638618 CEST","10.74.18.51","245.168.218.149","6","80","3005"
"Jul 10, 2025 10:39:46.371648715 CEST","10.74.18.51","223.53.147.134","6","80","3004"
"Jul 10, 2025 10:39:46.371652965 CEST","10.74.18.51","134.194.214.218","6","80","3003"
"Jul 10, 2025 10:39:46.371656421 CEST","10.74.18.51","6.220.56.138","6","80","3002"
"Jul 10, 2025 10:39:46.380693187 CEST","62.92.71.53","10.74.18.51","6","3105","80"
"Jul 10, 2025 10:39:46.380706989 CEST","10.74.18.51","62.92.71.53","6","80","3105"
"Jul 10, 2025 10:39:46.390794507 CEST","22.181.173.111","10.74.18.51","6","3106","80"
"Jul 10, 2025 10:39:46.390811407 CEST","10.74.18.51","22.181.173.111","6","80","3106"
"Jul 10, 2025 10:39:46.400879879 CEST","43.87.189.73","10.74.18.51","6","3107","80"
"Jul 10, 2025 10:39:46.400895039 CEST","10.74.18.51","43.87.189.73","6","80","3107"
"Jul 10, 2025 10:39:46.403639817 CEST","10.74.18.51","91.52.191.224","6","80","3008"
"Jul 10, 2025 10:39:46.403654289 CEST","10.74.18.51","55.29.39.84","6","80","3007"
"Jul 10, 2025 10:39:46.403658119 CEST","10.74.18.51","52.11.111.139","6","80","3006"
"Jul 10, 2025 10:39:46.403661357 CEST","10.74.18.51","134.62.89.100","6","80","2807"
"Jul 10, 2025 10:39:46.403669082 CEST","10.74.18.51","29.64.244.118","6","80","2808"
"Jul 10, 2025 10:39:46.410962370 CEST","119.255.22.244","10.74.18.51","6","3108","80"
"Jul 10, 2025 10:39:46.410977045 CEST","10.74.18.51","119.255.22.244","6","80","3108"
"Jul 10, 2025 10:39:46.421130038 CEST","218.204.6.80","10.74.18.51","6","3109","80"
"Jul 10, 2025 10:39:46.421171432 CEST","10.74.18.51","218.204.6.80","6","80","3109"
"Jul 10, 2025 10:39:46.431226087 CEST","48.73.148.166","10.74.18.51","6","3110","80"
"Jul 10, 2025 10:39:46.431241400 CEST","10.74.18.51","48.73.148.166","6","80","3110"
"Jul 10, 2025 10:39:46.435700709 CEST","10.74.18.51","16.128.155.71","6","80","2809"
"Jul 10, 2025 10:39:46.435720271 CEST","10.74.18.51","134.54.155.66","6","80","2810"
"Jul 10, 2025 10:39:46.441244854 CEST","191.12.63.12","10.74.18.51","6","3111","80"
"Jul 10, 2025 10:39:46.441268348 CEST","10.74.18.51","191.12.63.12","6","80","3111"
"Jul 10, 2025 10:39:46.451319134 CEST","118.82.36.108","10.74.18.51","6","3112","80"
"Jul 10, 2025 10:39:46.451343643 CEST","10.74.18.51","118.82.36.108","6","80","3112"
"Jul 10, 2025 10:39:46.461399956 CEST","233.40.56.94","10.74.18.51","6","3113","80"
"Jul 10, 2025 10:39:46.467657186 CEST","10.74.18.51","39.53.48.125","6","80","2812"
"Jul 10, 2025 10:39:46.467675841 CEST","10.74.18.51","255.208.150.6","6","80","2813"
"Jul 10, 2025 10:39:46.467680056 CEST","10.74.18.51","24.114.154.24","6","80","2814"
"Jul 10, 2025 10:39:46.471464149 CEST","87.25.143.229","10.74.18.51","6","3114","80"
"Jul 10, 2025 10:39:46.471486334 CEST","10.74.18.51","87.25.143.229","6","80","3114"
"Jul 10, 2025 10:39:46.481518089 CEST","105.255.89.70","10.74.18.51","6","3115","80"
"Jul 10, 2025 10:39:46.481536610 CEST","10.74.18.51","105.255.89.70","6","80","3115"
"Jul 10, 2025 10:39:46.491585979 CEST","103.22.83.32","10.74.18.51","6","3116","80"
"Jul 10, 2025 10:39:46.491604460 CEST","10.74.18.51","103.22.83.32","6","80","3116"
"Jul 10, 2025 10:39:46.499649980 CEST","10.74.18.51","80.136.206.135","6","80","2815"
"Jul 10, 2025 10:39:46.499663910 CEST","10.74.18.51","22.10.131.70","6","80","2816"
"Jul 10, 2025 10:39:46.499667918 CEST","10.74.18.51","189.111.63.109","6","80","2817"
"Jul 10, 2025 10:39:46.499671934 CEST","10.74.18.51","221.154.218.50","6","80","2818"
"Jul 10, 2025 10:39:46.501672934 CEST","70.244.155.49","10.74.18.51","6","3117","80"
"Jul 10, 2025 10:39:46.501689641 CEST","10.74.18.51","70.244.155.49","6","80","3117"
"Jul 10, 2025 10:39:46.511742474 CEST","128.222.246.143","10.74.18.51","6","3118","80"
"Jul 10, 2025 10:39:46.511773359 CEST","10.74.18.51","128.222.246.143","6","80","3118"
"Jul 10, 2025 10:39:46.521816137 CEST","218.52.88.63","10.74.18.51","6","3119","80"
"Jul 10, 2025 10:39:46.521837889 CEST","10.74.18.51","218.52.88.63","6","80","3119"
"Jul 10, 2025 10:39:46.531654054 CEST","10.74.18.51","206.214.73.138","6","80","2819"
"Jul 10, 2025 10:39:46.531668532 CEST","10.74.18.51","18.27.15.24","6","80","2820"
"Jul 10, 2025 10:39:46.531672894 CEST","10.74.18.51","97.54.22.25","6","80","2821"
"Jul 10, 2025 10:39:46.531856775 CEST","64.114.64.94","10.74.18.51","6","3120","80"
"Jul 10, 2025 10:39:46.531874884 CEST","10.74.18.51","64.114.64.94","6","80","3120"
"Jul 10, 2025 10:39:46.542008396 CEST","66.49.39.149","10.74.18.51","6","3121","80"
"Jul 10, 2025 10:39:46.542067132 CEST","10.74.18.51","66.49.39.149","6","80","3121"
"Jul 10, 2025 10:39:46.549341402 CEST",,,,,
"Jul 10, 2025 10:39:46.552067929 CEST","138.118.223.48","10.74.18.51","6","3122","80"
"Jul 10, 2025 10:39:46.552099428 CEST","10.74.18.51","138.118.223.48","6","80","3122"
"Jul 10, 2025 10:39:46.553137452 CEST",,,,,
"Jul 10, 2025 10:39:46.562179381 CEST","143.158.182.83","10.74.18.51","6","3123","80"
"Jul 10, 2025 10:39:46.562217224 CEST","10.74.18.51","143.158.182.83","6","80","3123"
"Jul 10, 2025 10:39:46.563644481 CEST","10.74.18.51","158.66.73.114","6","80","2822"
"Jul 10, 2025 10:39:46.563656611 CEST","10.74.18.51","194.141.173.76","6","80","2823"
"Jul 10, 2025 10:39:46.563660655 CEST","10.74.18.51","254.109.0.203","6","80","2824"
"Jul 10, 2025 10:39:46.572360609 CEST","253.32.63.194","10.74.18.51","6","3124","80"
"Jul 10, 2025 10:39:46.572380480 CEST","10.74.18.51","253.32.63.194","6","80","3124"
"Jul 10, 2025 10:39:46.582337691 CEST","138.48.223.120","10.74.18.51","6","3125","80"
"Jul 10, 2025 10:39:46.582352570 CEST","10.74.18.51","138.48.223.120","6","80","3125"
"Jul 10, 2025 10:39:46.592445303 CEST","10.219.95.42","10.74.18.51","6","3126","80"
"Jul 10, 2025 10:39:46.592462331 CEST","10.74.18.51","10.219.95.42","6","80","3126"
"Jul 10, 2025 10:39:46.595646215 CEST","10.74.18.51","218.10.92.55","6","80","2825"
"Jul 10, 2025 10:39:46.595659512 CEST","10.74.18.51","193.54.72.246","6","80","2826"
"Jul 10, 2025 10:39:46.595664386 CEST","10.74.18.51","87.87.244.63","6","80","2827"
"Jul 10, 2025 10:39:46.602504275 CEST","40.204.66.150","10.74.18.51","6","3127","80"
"Jul 10, 2025 10:39:46.602519732 CEST","10.74.18.51","40.204.66.150","6","80","3127"
"Jul 10, 2025 10:39:46.612592866 CEST","46.10.38.204","10.74.18.51","6","3128","80"
"Jul 10, 2025 10:39:46.612609367 CEST","10.74.18.51","46.10.38.204","6","80","3128"
"Jul 10, 2025 10:39:46.622791986 CEST","62.52.21.6","10.74.18.51","6","3129","80"
"Jul 10, 2025 10:39:46.622832341 CEST","10.74.18.51","62.52.21.6","6","80","3129"
"Jul 10, 2025 10:39:46.627647337 CEST","10.74.18.51","214.143.25.66","6","80","2828"
"Jul 10, 2025 10:39:46.627660768 CEST","10.74.18.51","59.120.255.119","6","80","2829"
"Jul 10, 2025 10:39:46.627664934 CEST","10.74.18.51","92.97.128.76","6","80","2830"
"Jul 10, 2025 10:39:46.632807072 CEST","133.83.131.133","10.74.18.51","6","3130","80"
"Jul 10, 2025 10:39:46.632822046 CEST","10.74.18.51","133.83.131.133","6","80","3130"
"Jul 10, 2025 10:39:46.642902559 CEST","220.107.80.71","10.74.18.51","6","3131","80"
"Jul 10, 2025 10:39:46.642919635 CEST","10.74.18.51","220.107.80.71","6","80","3131"
"Jul 10, 2025 10:39:46.652984785 CEST","84.25.134.68","10.74.18.51","6","3132","80"
"Jul 10, 2025 10:39:46.653002810 CEST","10.74.18.51","84.25.134.68","6","80","3132"
"Jul 10, 2025 10:39:46.659665862 CEST","10.74.18.51","40.156.53.114","6","80","2832"
"Jul 10, 2025 10:39:46.659679779 CEST","10.74.18.51","177.226.58.220","6","80","2833"
"Jul 10, 2025 10:39:46.663056916 CEST","89.97.27.52","10.74.18.51","6","3133","80"
"Jul 10, 2025 10:39:46.663076325 CEST","10.74.18.51","89.97.27.52","6","80","3133"
"Jul 10, 2025 10:39:46.673111205 CEST","126.73.32.70","10.74.18.51","6","3134","80"
"Jul 10, 2025 10:39:46.673126144 CEST","10.74.18.51","126.73.32.70","6","80","3134"
"Jul 10, 2025 10:39:46.683165526 CEST","63.253.246.158","10.74.18.51","6","3135","80"
"Jul 10, 2025 10:39:46.683180333 CEST","10.74.18.51","63.253.246.158","6","80","3135"
"Jul 10, 2025 10:39:46.691651392 CEST","10.74.18.51","97.12.136.0","6","80","2438"
"Jul 10, 2025 10:39:46.691665895 CEST","10.74.18.51","83.244.241.140","6","80","2437"
"Jul 10, 2025 10:39:46.691670280 CEST","10.74.18.51","91.15.127.244","6","80","2436"
"Jul 10, 2025 10:39:46.691674376 CEST","10.74.18.51","89.73.223.177","6","80","2435"
"Jul 10, 2025 10:39:46.691682254 CEST","10.74.18.51","64.121.212.31","6","80","2434"
"Jul 10, 2025 10:39:46.691686672 CEST","10.74.18.51","56.226.222.193","6","80","2433"
"Jul 10, 2025 10:39:46.691690363 CEST","10.74.18.51","171.226.75.6","6","80","2432"
"Jul 10, 2025 10:39:46.691694281 CEST","10.74.18.51","214.109.128.52","6","80","2430"
"Jul 10, 2025 10:39:46.691698074 CEST","10.74.18.51","149.53.158.38","6","80","2429"
"Jul 10, 2025 10:39:46.691701786 CEST","10.74.18.51","223.15.105.82","6","80","2428"
"Jul 10, 2025 10:39:46.691711838 CEST","10.74.18.51","121.180.70.134","6","80","2426"
"Jul 10, 2025 10:39:46.691718198 CEST","10.74.18.51","143.221.39.63","6","80","2425"
"Jul 10, 2025 10:39:46.691722223 CEST","10.74.18.51","105.116.147.155","6","80","2424"
"Jul 10, 2025 10:39:46.691726150 CEST","10.74.18.51","134.109.24.31","6","80","2422"
"Jul 10, 2025 10:39:46.691729961 CEST","10.74.18.51","120.83.168.56","6","80","2421"
"Jul 10, 2025 10:39:46.691733911 CEST","10.74.18.51","40.52.115.83","6","80","2420"
"Jul 10, 2025 10:39:46.691737942 CEST","10.74.18.51","63.43.62.11","6","80","2419"
"Jul 10, 2025 10:39:46.691741562 CEST","10.74.18.51","59.61.233.238","6","80","2418"
"Jul 10, 2025 10:39:46.691747525 CEST","10.74.18.51","141.127.155.111","6","80","2417"
"Jul 10, 2025 10:39:46.691754730 CEST","10.74.18.51","120.54.53.65","6","80","2416"
"Jul 10, 2025 10:39:46.691758479 CEST","10.74.18.51","52.94.206.53","6","80","2415"
"Jul 10, 2025 10:39:46.691763994 CEST","10.74.18.51","109.131.75.193","6","80","2834"
"Jul 10, 2025 10:39:46.691767573 CEST","10.74.18.51","180.154.155.157","6","80","2835"
"Jul 10, 2025 10:39:46.691771191 CEST","10.74.18.51","132.1.45.48","6","80","2836"
"Jul 10, 2025 10:39:46.691774662 CEST","10.74.18.51","131.222.132.36","6","80","2837"
"Jul 10, 2025 10:39:46.693255256 CEST","155.148.244.50","10.74.18.51","6","3136","80"
"Jul 10, 2025 10:39:46.693272317 CEST","10.74.18.51","155.148.244.50","6","80","3136"
"Jul 10, 2025 10:39:46.703339750 CEST","70.45.125.73","10.74.18.51","6","3137","80"
"Jul 10, 2025 10:39:46.703355503 CEST","10.74.18.51","70.45.125.73","6","80","3137"
"Jul 10, 2025 10:39:46.713465861 CEST","155.255.31.66","10.74.18.51","6","3138","80"
"Jul 10, 2025 10:39:46.713490618 CEST","10.74.18.51","155.255.31.66","6","80","3138"
"Jul 10, 2025 10:39:46.723521533 CEST","166.42.21.32","10.74.18.51","6","3139","80"
"Jul 10, 2025 10:39:46.723536576 CEST","10.74.18.51","166.42.21.32","6","80","3139"
"Jul 10, 2025 10:39:46.723634770 CEST","10.74.18.51","128.6.148.193","6","80","2838"
"Jul 10, 2025 10:39:46.723646547 CEST","10.74.18.51","221.244.244.59","6","80","2839"
"Jul 10, 2025 10:39:46.723653967 CEST","10.74.18.51","157.32.123.82","6","80","2840"
"Jul 10, 2025 10:39:46.733685727 CEST","220.204.75.6","10.74.18.51","6","3140","80"
"Jul 10, 2025 10:39:46.733717730 CEST","10.74.18.51","220.204.75.6","6","80","3140"
"Jul 10, 2025 10:39:46.743764808 CEST","83.6.75.224","10.74.18.51","6","3141","80"
"Jul 10, 2025 10:39:46.743784716 CEST","10.74.18.51","83.6.75.224","6","80","3141"
"Jul 10, 2025 10:39:46.753841100 CEST","204.221.134.6","10.74.18.51","6","3142","80"
"Jul 10, 2025 10:39:46.753857423 CEST","10.74.18.51","204.221.134.6","6","80","3142"
"Jul 10, 2025 10:39:46.755652014 CEST","10.74.18.51","220.131.52.113","6","80","2841"
"Jul 10, 2025 10:39:46.755666806 CEST","10.74.18.51","63.142.214.94","6","80","2842"
"Jul 10, 2025 10:39:46.755671456 CEST","10.74.18.51","32.111.97.87","6","80","2843"
"Jul 10, 2025 10:39:46.763940977 CEST","49.227.15.184","10.74.18.51","6","3143","80"
"Jul 10, 2025 10:39:46.763958129 CEST","10.74.18.51","49.227.15.184","6","80","3143"
"Jul 10, 2025 10:39:46.774070789 CEST","218.43.133.219","10.74.18.51","6","3144","80"
"Jul 10, 2025 10:39:46.774127205 CEST","10.74.18.51","218.43.133.219","6","80","3144"
"Jul 10, 2025 10:39:46.784165480 CEST","31.108.123.127","10.74.18.51","6","3145","80"
"Jul 10, 2025 10:39:46.784193332 CEST","10.74.18.51","31.108.123.127","6","80","3145"
"Jul 10, 2025 10:39:46.787672390 CEST","10.74.18.51","56.50.56.191","6","80","2844"
"Jul 10, 2025 10:39:46.787692433 CEST","10.74.18.51","58.75.193.54","6","80","2845"
"Jul 10, 2025 10:39:46.787702821 CEST","10.74.18.51","87.209.215.244","6","80","2846"
"Jul 10, 2025 10:39:46.794265588 CEST","227.87.17.92","10.74.18.51","6","3146","80"
"Jul 10, 2025 10:39:46.804338438 CEST","120.173.119.6","10.74.18.51","6","3147","80"
"Jul 10, 2025 10:39:46.804376551 CEST","10.74.18.51","120.173.119.6","6","80","3147"
"Jul 10, 2025 10:39:46.814609487 CEST","125.58.18.244","10.74.18.51","6","3148","80"
"Jul 10, 2025 10:39:46.814673750 CEST","10.74.18.51","125.58.18.244","6","80","3148"
"Jul 10, 2025 10:39:46.819655228 CEST","10.74.18.51","63.213.109.25","6","80","2847"
"Jul 10, 2025 10:39:46.819673195 CEST","10.74.18.51","76.219.22.73","6","80","2848"
"Jul 10, 2025 10:39:46.819677488 CEST","10.74.18.51","244.114.43.223","6","80","2849"
"Jul 10, 2025 10:39:46.824633646 CEST","245.107.109.113","10.74.18.51","6","3149","80"
"Jul 10, 2025 10:39:46.824648418 CEST","10.74.18.51","245.107.109.113","6","80","3149"
"Jul 10, 2025 10:39:46.833413990 CEST","10.74.16.176","239.255.255.250","17",,
"Jul 10, 2025 10:39:46.834698636 CEST","27.180.63.173","10.74.18.51","6","3150","80"
"Jul 10, 2025 10:39:46.834734027 CEST","10.74.18.51","27.180.63.173","6","80","3150"
