No.,timestamp,src_ip,dst_ip,proto,Length,Info,src_port,dst_port,label,src_ip_entropy,dst_ip_entropy,src_port_var,dst_port_var,is_ip_aleatoire_80,ip_aleatoire_80,is_ip_aleatoire_port,is_ip_source_unique,is_ip_source_rare_on_port,is_new_src_ip_on_port_10_74
,"Jul 10, 2025 10:39:38.805664030 CEST",157.40.156.1,10.74.18.51,6.0,,,2356,80,1,2.625814583693911,2.59490661824394,2356,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.815778592 CEST",143.223.87.116,10.74.18.51,6.0,,,2357,80,1,2.8423709931771093,2.59490661824394,2357,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.825918391 CEST",177.78.193.66,10.74.18.51,6.0,,,2358,80,1,2.66122625626979,2.59490661824394,2358,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.835999995 CEST",109.6.150.109,10.74.18.51,6.0,,,2359,80,1,2.449311833026446,2.59490661824394,2359,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.846173049 CEST",47.22.212.136,10.74.18.51,6.0,,,2360,80,1,2.5654483718208256,2.59490661824394,2360,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.856369411 CEST",193.244.255.113,10.74.18.51,6.0,,,2361,80,1,2.739572261986723,2.59490661824394,2361,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.866536615 CEST",109.32.45.42,10.74.18.51,6.0,,,2362,80,1,2.855388542207534,2.59490661824394,2362,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.876697712 CEST",87.245.222.40,10.74.18.51,6.0,,,2363,80,1,2.5654483718208256,2.59490661824394,2363,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.897094818 CEST",220.50.191.56,10.74.18.51,6.0,,,2365,80,1,2.7192945256669794,2.59490661824394,2365,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.907231266 CEST",80.54.92.159,10.74.18.51,6.0,,,2366,80,1,2.8553885422075336,2.59490661824394,2366,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.917332759 CEST",111.142.191.194,10.74.18.51,6.0,,,2367,80,1,2.013132465170739,2.59490661824394,2367,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.927547430 CEST",171.128.186.36,10.74.18.51,6.0,,,2368,80,1,2.610577243331642,2.59490661824394,2368,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.937734040 CEST",92.63.173.22,10.74.18.51,6.0,,,2369,80,1,2.6258145836939115,2.59490661824394,2369,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.947889047 CEST",49.29.70.75,10.74.18.51,6.0,,,2370,80,1,2.663532754804255,2.59490661824394,2370,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.958012333 CEST",105.15.244.75,10.74.18.51,6.0,,,2371,80,1,2.6612262562697895,2.59490661824394,2371,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.968179952 CEST",138.182.150.138,10.74.18.51,6.0,,,2372,80,1,2.606238928653389,2.59490661824394,2372,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.978423509 CEST",89.245.220.10,10.74.18.51,6.0,,,2373,80,1,2.8150724101159437,2.59490661824394,2373,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.988572328 CEST",223.101.54.150,10.74.18.51,6.0,,,2374,80,1,2.699513850319966,2.59490661824394,2374,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:38.998753515 CEST",64.204.189.13,10.74.18.51,6.0,,,2375,80,1,3.0269868333592873,2.59490661824394,2375,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.008925258 CEST",223.22.39.212,10.74.18.51,6.0,,,2376,80,1,1.9877733714879842,2.59490661824394,2376,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.019063278 CEST",105.10.155.253,10.74.18.51,6.0,,,2377,80,1,2.4137995646056805,2.59490661824394,2377,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.029189857 CEST",116.218.70.82,10.74.18.51,6.0,,,2378,80,1,2.6612262562697895,2.59490661824394,2378,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.039389210 CEST",214.158.212.203,10.74.18.51,6.0,,,2379,80,1,2.7395722619867224,2.59490661824394,2379,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.049574152 CEST",45.72.54.226,10.74.18.51,6.0,,,2380,80,1,2.4591479170272446,2.59490661824394,2380,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.059730580 CEST",62.120.43.159,10.74.18.51,6.0,,,2381,80,1,3.0269868333592873,2.59490661824394,2381,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.080080313 CEST",39.193.182.87,10.74.18.51,6.0,,,2383,80,1,2.7192945256669794,2.59490661824394,2383,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.090254929 CEST",103.80.43.212,10.74.18.51,6.0,,,2384,80,1,2.7192945256669794,2.59490661824394,2384,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.100428110 CEST",168.246.63.212,10.74.18.51,6.0,,,2385,80,1,2.6455933144511468,2.59490661824394,2385,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.110625567 CEST",42.10.63.121,10.74.18.51,6.0,,,2386,80,1,2.625814583693911,2.59490661824394,2386,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.120798228 CEST",72.244.168.141,10.74.18.51,6.0,,,2387,80,1,2.6455933144511468,2.59490661824394,2387,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.141189115 CEST",213.108.252.7,10.74.18.51,6.0,,,2389,80,1,2.8150724101159437,2.59490661824394,2389,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.151306557 CEST",53.184.12.138,10.74.18.51,6.0,,,2390,80,1,2.6612262562697895,2.59490661824394,2390,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.161441952 CEST",123.52.253.149,10.74.18.51,6.0,,,2391,80,1,2.699513850319966,2.59490661824394,2391,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.191953292 CEST",156.191.59.6,10.74.18.51,6.0,,,2394,80,1,2.292481250360578,2.59490661824394,2394,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.202110235 CEST",109.46.159.83,10.74.18.51,6.0,,,2395,80,1,3.0269868333592873,2.59490661824394,2395,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.212286650 CEST",6.244.241.212,10.74.18.51,6.0,,,2396,80,1,2.199687794731328,2.59490661824394,2396,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.222430244 CEST",142.136.105.160,10.74.18.51,6.0,,,2397,80,1,2.7898980954642876,2.59490661824394,2397,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.232594905 CEST",70.109.254.215,10.74.18.51,6.0,,,2398,80,1,2.8962915290459277,2.59490661824394,2398,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.252904969 CEST",116.212.223.64,10.74.18.51,6.0,,,2400,80,1,2.4137995646056805,2.59490661824394,2400,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.262992239 CEST",213.223.101.24,10.74.18.51,6.0,,,2401,80,1,2.4137995646056805,2.59490661824394,2401,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.273182520 CEST",223.55.171.45,10.74.18.51,6.0,,,2402,80,1,2.6612262562697895,2.59490661824394,2402,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.283296299 CEST",65.80.138.63,10.74.18.51,6.0,,,2403,80,1,2.688721875540867,2.59490661824394,2403,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.293507271 CEST",219.121.244.131,10.74.18.51,6.0,,,2404,80,1,2.365596230357602,2.59490661824394,2404,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.303623365 CEST",126.241.63.80,10.74.18.51,6.0,,,2405,80,1,2.873140679513133,2.59490661824394,2405,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.313780077 CEST",131.241.134.156,10.74.18.51,6.0,,,2406,80,1,2.5492553971685,2.59490661824394,2406,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.323902276 CEST",71.209.162.75,10.74.18.51,6.0,,,2407,80,1,2.873140679513133,2.59490661824394,2407,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.334123690 CEST",143.77.223.22,10.74.18.51,6.0,,,2408,80,1,2.4116022179746714,2.59490661824394,2408,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.354465678 CEST",63.238.11.149,10.74.18.51,6.0,,,2410,80,1,2.8150724101159437,2.59490661824394,2410,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.364592348 CEST",80.73.109.209,10.74.18.51,6.0,,,2411,80,1,2.8150724101159437,2.59490661824394,2411,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.374801746 CEST",73.157.45.255,10.74.18.51,6.0,,,2412,80,1,2.5654483718208256,2.59490661824394,2412,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.384972627 CEST",119.121.10.218,10.74.18.51,6.0,,,2413,80,1,2.217021885879718,2.59490661824394,2413,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.405248427 CEST",52.94.206.53,10.74.18.51,6.0,,,2415,80,1,2.8553885422075336,2.59490661824394,2415,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.415347694 CEST",120.54.53.65,10.74.18.51,6.0,,,2416,80,1,2.792481250360578,2.59490661824394,2416,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.425532404 CEST",141.127.155.111,10.74.18.51,6.0,,,2417,80,1,2.1464657985040723,2.59490661824394,2417,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.435737188 CEST",59.61.233.238,10.74.18.51,6.0,,,2418,80,1,2.8150724101159437,2.59490661824394,2418,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.445916187 CEST",63.43.62.11,10.74.18.51,6.0,,,2419,80,1,2.481714572986073,2.59490661824394,2419,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.456086194 CEST",40.52.115.83,10.74.18.51,6.0,,,2420,80,1,2.8553885422075336,2.59490661824394,2420,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.466299035 CEST",120.83.168.56,10.74.18.51,6.0,,,2421,80,1,2.8731406795131336,2.59490661824394,2421,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.476439674 CEST",134.109.24.31,10.74.18.51,6.0,,,2422,80,1,2.6612262562697895,2.59490661824394,2422,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.496797871 CEST",105.116.147.155,10.74.18.51,6.0,,,2424,80,1,2.498929563690935,2.59490661824394,2424,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.506995718 CEST",143.221.39.63,10.74.18.51,6.0,,,2425,80,1,2.6612262562697895,2.59490661824394,2425,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.517174466 CEST",121.180.70.134,10.74.18.51,6.0,,,2426,80,1,2.7534343861887853,2.59490661824394,2426,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.537424920 CEST",223.15.105.82,10.74.18.51,6.0,,,2428,80,1,2.6612262562697895,2.59490661824394,2428,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.547557352 CEST",149.53.158.38,10.74.18.51,6.0,,,2429,80,1,2.7192945256669794,2.59490661824394,2429,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.557618323 CEST",214.109.128.52,10.74.18.51,6.0,,,2430,80,1,2.78845045730829,2.59490661824394,2430,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.578361190 CEST",171.226.75.6,10.74.18.51,6.0,,,2432,80,1,2.5220552088742,2.59490661824394,2432,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.588559457 CEST",56.226.222.193,10.74.18.51,6.0,,,2433,80,1,2.495602923729013,2.59490661824394,2433,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.598741823 CEST",64.121.212.31,10.74.18.51,6.0,,,2434,80,1,2.353533948577482,2.59490661824394,2434,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.608907398 CEST",89.73.223.177,10.74.18.51,6.0,,,2435,80,1,2.6612262562697895,2.59490661824394,2435,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.619077112 CEST",91.15.127.244,10.74.18.51,6.0,,,2436,80,1,2.66122625626979,2.59490661824394,2436,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.629257028 CEST",83.244.241.140,10.74.18.51,6.0,,,2437,80,1,2.610577243331642,2.59490661824394,2437,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.639391555 CEST",97.12.136.0,10.74.18.51,6.0,,,2438,80,1,2.8453509366224368,2.59490661824394,2438,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.649521292 CEST",108.92.158.253,10.74.18.51,6.0,,,2439,80,1,2.8962915290459277,2.59490661824394,2439,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.659642041 CEST",75.109.194.73,10.74.18.51,6.0,,,2440,80,1,2.873140679513133,2.59490661824394,2440,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.669829730 CEST",177.143.157.158,10.74.18.51,6.0,,,2441,80,1,2.6062389286533896,2.59490661824394,2441,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.679952875 CEST",114.61.103.220,10.74.18.51,6.0,,,2442,80,1,2.610577243331642,2.59490661824394,2442,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.690162250 CEST",6.134.218.53,10.74.18.51,6.0,,,2443,80,1,2.8553885422075336,2.59490661824394,2443,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.700315427 CEST",206.68.65.21,10.74.18.51,6.0,,,2444,80,1,2.625814583693911,2.59490661824394,2444,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.710472262 CEST",127.87.143.36,10.74.18.51,6.0,,,2445,80,1,2.8731406795131336,2.59490661824394,2445,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.720628520 CEST",38.11.182.39,10.74.18.51,6.0,,,2446,80,1,2.4591479170272446,2.59490661824394,2446,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.740964378 CEST",142.140.43.109,10.74.18.51,6.0,,,2448,80,1,2.6455933144511468,2.59490661824394,2448,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.751108612 CEST",131.227.42.52,10.74.18.51,6.0,,,2449,80,1,2.5654483718208256,2.59490661824394,2449,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.761263618 CEST",125.62.223.155,10.74.18.51,6.0,,,2450,80,1,2.4137995646056805,2.59490661824394,2450,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.771443477 CEST",214.48.103.138,10.74.18.51,6.0,,,2451,80,1,2.699513850319966,2.59490661824394,2451,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.781636842 CEST",77.134.47.6,10.74.18.51,6.0,,,2452,80,1,2.413088436425758,2.59490661824394,2452,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.791718273 CEST",105.45.155.223,10.74.18.51,6.0,,,2453,80,1,2.610577243331642,2.59490661824394,2453,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.801920552 CEST",43.77.92.10,10.74.18.51,6.0,,,2454,80,1,2.8453509366224368,2.59490661824394,2454,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.812013412 CEST",158.224.248.208,10.74.18.51,6.0,,,2455,80,1,2.6062389286533896,2.59490661824394,2455,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.822239542 CEST",39.171.244.255,10.74.18.51,6.0,,,2456,80,1,2.8962915290459277,2.59490661824394,2456,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.832409990 CEST",102.223.84.223,10.74.18.51,6.0,,,2457,80,1,2.495602923729013,2.59490661824394,2457,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.842575729 CEST",47.245.219.203,10.74.18.51,6.0,,,2458,80,1,2.9852281360342525,2.59490661824394,2458,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.852806375 CEST",131.244.229.141,10.74.18.51,6.0,,,2459,80,1,2.4225797618424916,2.59490661824394,2459,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.862975621 CEST",181.143.94.127,10.74.18.51,6.0,,,2460,80,1,2.7534343861887853,2.59490661824394,2460,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.873247612 CEST",223.92.133.43,10.74.18.51,6.0,,,2461,80,1,2.353533948577482,2.59490661824394,2461,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.883428930 CEST",194.114.125.83,10.74.18.51,6.0,,,2462,80,1,2.7534343861887853,2.59490661824394,2462,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.893527297 CEST",97.109.70.253,10.74.18.51,6.0,,,2463,80,1,2.8731406795131336,2.59490661824394,2463,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.903664152 CEST",184.182.45.238,10.74.18.51,6.0,,,2464,80,1,2.699513850319966,2.59490661824394,2464,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.913780867 CEST",191.173.140.89,10.74.18.51,6.0,,,2465,80,1,2.7534343861887853,2.59490661824394,2465,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.924053495 CEST",68.13.128.54,10.74.18.51,6.0,,,2466,80,1,2.8553885422075336,2.59490661824394,2466,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.934257319 CEST",1.49.80.24,10.74.18.51,6.0,,,2467,80,1,2.6464393446710153,2.59490661824394,2467,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.944383147 CEST",182.155.244.219,10.74.18.51,6.0,,,2468,80,1,2.689246428509158,2.59490661824394,2468,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.954590907 CEST",77.87.139.10,10.74.18.51,6.0,,,2469,80,1,2.625814583693911,2.59490661824394,2469,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.964730538 CEST",92.194.29.47,10.74.18.51,6.0,,,2470,80,1,2.4591479170272446,2.59490661824394,2470,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.974835730 CEST",222.219.149.171,10.74.18.51,6.0,,,2471,80,1,2.389898095464287,2.59490661824394,2471,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.985095576 CEST",24.134.40.212,10.74.18.51,6.0,,,2472,80,1,2.449311833026446,2.59490661824394,2472,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:39.995167903 CEST",220.43.244.223,10.74.18.51,6.0,,,2473,80,1,2.155968102145908,2.59490661824394,2473,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.005348989 CEST",49.155.52.111,10.74.18.51,6.0,,,2474,80,1,2.353533948577482,2.59490661824394,2474,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.015487974 CEST",54.49.150.39,10.74.18.51,6.0,,,2475,80,1,2.6887218755408666,2.59490661824394,2475,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.035788566 CEST",50.143.73.241,10.74.18.51,6.0,,,2477,80,1,2.873140679513133,2.59490661824394,2477,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.045956264 CEST",24.75.136.56,10.74.18.51,6.0,,,2478,80,1,2.8553885422075336,2.59490661824394,2478,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.056139876 CEST",127.218.218.193,10.74.18.51,6.0,,,2479,80,1,2.606238928653389,2.59490661824394,2479,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.066282184 CEST",59.42.131.195,10.74.18.51,6.0,,,2480,80,1,2.6612262562697895,2.59490661824394,2480,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.076365530 CEST",173.42.223.63,10.74.18.51,6.0,,,2481,80,1,2.6031579868726,2.59490661824394,2481,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.086623360 CEST",89.59.214.252,10.74.18.51,6.0,,,2482,80,1,2.6612262562697895,2.59490661824394,2482,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.096737365 CEST",208.134.10.92,10.74.18.51,6.0,,,2483,80,1,2.873140679513133,2.59490661824394,2483,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.106981053 CEST",59.46.156.32,10.74.18.51,6.0,,,2484,80,1,2.8553885422075336,2.59490661824394,2484,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.117220266 CEST",98.222.36.105,10.74.18.51,6.0,,,2485,80,1,2.9689185639620974,2.59490661824394,2485,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.127312192 CEST",173.76.131.46,10.74.18.51,6.0,,,2486,80,1,2.5073801024236357,2.59490661824394,2486,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.137457406 CEST",220.53.155.53,10.74.18.51,6.0,,,2487,80,1,2.411602217974672,2.59490661824394,2487,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.147604224 CEST",214.127.209.241,10.74.18.51,6.0,,,2488,80,1,2.606238928653389,2.59490661824394,2488,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.157780372 CEST",116.166.220.49,10.74.18.51,6.0,,,2489,80,1,2.6455933144511468,2.59490661824394,2489,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.167893637 CEST",48.224.120.224,10.74.18.51,6.0,,,2490,80,1,2.2988252450030506,2.59490661824394,2490,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.178082015 CEST",209.13.224.47,10.74.18.51,6.0,,,2491,80,1,2.8150724101159437,2.59490661824394,2491,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.188278197 CEST",173.155.87.233,10.74.18.51,6.0,,,2492,80,1,2.699513850319966,2.59490661824394,2492,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.198456425 CEST",143.92.10.17,10.74.18.51,6.0,,,2493,80,1,2.792481250360578,2.59490661824394,2493,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.208632416 CEST",54.59.254.118,10.74.18.51,6.0,,,2494,80,1,2.6612262562697895,2.59490661824394,2494,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.218816053 CEST",223.24.253.245,10.74.18.51,6.0,,,2495,80,1,2.209888638014727,2.59490661824394,2495,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.228953609 CEST",148.42.1.11,10.74.18.51,6.0,,,2496,80,1,2.1180782093497093,2.59490661824394,2496,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.239114302 CEST",7.56.212.10,10.74.18.51,6.0,,,2497,80,1,2.6635327548042547,2.59490661824394,2497,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.249291699 CEST",24.155.15.154,10.74.18.51,6.0,,,2498,80,1,2.199687794731328,2.59490661824394,2498,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.259378255 CEST",10.52.193.248,10.74.18.51,6.0,,,2499,80,1,3.0269868333592873,2.59490661824394,2499,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.269570906 CEST",120.40.82.194,10.74.18.51,6.0,,,2500,80,1,2.7192945256669794,2.59490661824394,2500,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.279693292 CEST",154.59.155.127,10.74.18.51,6.0,,,2501,80,1,2.556656707462823,2.59490661824394,2501,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.289822702 CEST",89.120.92.87,10.74.18.51,6.0,,,2502,80,1,2.688721875540867,2.59490661824394,2502,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.299945186 CEST",7.224.241.204,10.74.18.51,6.0,,,2503,80,1,2.353533948577482,2.59490661824394,2503,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.310166417 CEST",223.6.10.118,10.74.18.51,6.0,,,2504,80,1,2.625814583693911,2.59490661824394,2504,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.320356345 CEST",105.42.75.223,10.74.18.51,6.0,,,2505,80,1,2.8150724101159437,2.59490661824394,2505,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.330496158 CEST",173.66.29.101,10.74.18.51,6.0,,,2506,80,1,2.8150724101159437,2.59490661824394,2506,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.340636443 CEST",223.186.101.64,10.74.18.51,6.0,,,2507,80,1,2.8423709931771093,2.59490661824394,2507,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.350819773 CEST",158.127.73.107,10.74.18.51,6.0,,,2508,80,1,2.78845045730829,2.59490661824394,2508,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.371093034 CEST",18.227.43.195,10.74.18.51,6.0,,,2510,80,1,3.0269868333592873,2.59490661824394,2510,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.381313677 CEST",43.56.139.43,10.74.18.51,6.0,,,2511,80,1,2.625814583693911,2.59490661824394,2511,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.391426525 CEST",218.227.244.64,10.74.18.51,6.0,,,2512,80,1,2.556656707462823,2.59490661824394,2512,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.401564177 CEST",143.119.213.158,10.74.18.51,6.0,,,2513,80,1,2.6825887305018328,2.59490661824394,2513,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.411621186 CEST",173.7.153.229,10.74.18.51,6.0,,,2514,80,1,2.7192945256669794,2.59490661824394,2514,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.431917433 CEST",88.109.244.156,10.74.18.51,6.0,,,2516,80,1,3.039148671903071,2.59490661824394,2516,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.442102800 CEST",138.87.160.209,10.74.18.51,6.0,,,2517,80,1,3.039148671903071,2.59490661824394,2517,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.452271879 CEST",40.222.255.248,10.74.18.51,6.0,,,2518,80,1,2.35274578087187,2.59490661824394,2518,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.462490668 CEST",223.89.221.160,10.74.18.51,6.0,,,2519,80,1,2.7534343861887853,2.59490661824394,2519,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.472703536 CEST",88.84.140.158,10.74.18.51,6.0,,,2520,80,1,2.4116022179746714,2.59490661824394,2520,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.482786665 CEST",156.157.22.71,10.74.18.51,6.0,,,2521,80,1,2.5073801024236357,2.59490661824394,2521,80,1,1.0,1,1,1,1
,"Jul 10, 2025 10:39:40.493062312 CEST",89.94.87.184,10.74.18.51,6.0,,,2522,80,1,2.4591479170272446,2.59490661824394,2522,80,1,1.0,1,1,1,1
